,marital-status,workclass,occupation,salary,relationship,hours-per-week,sex,native-country,first_name,last_names
31373,Divorced,Private,Adm-clerical,<=50K,Not-in-family,35,Female,United-States,Omar,Brown
31374,Married-civ-spouse,Private,Protective-serv,>50K.,Husband,50,Male,United-States,Cheryl,Stanley
31375,Divorced,Private,Sales,<=50K,Not-in-family,40,Female,United-States,Emily,Higgins
31376,Widowed,Private,Adm-clerical,<=50K,Own-child,40,Female,United-States,Sherry,Martinez
31377,Separated,Private,Transport-moving,<=50K.,Own-child,17,Female,United-States,Elizabeth,French
31378,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,40,Male,United-States,Melanie,Mendez
31379,Married-civ-spouse,Private,Other-service,<=50K,Husband,39,Male,United-States,Brandi,Stone
31380,Never-married,Private,Other-service,<=50K,Own-child,20,Male,United-States,Kristina,Franklin
31381,Married-civ-spouse,Private,Prof-specialty,>50K,Husband,50,Male,United-States,William,Johnson
31382,Married-civ-spouse,Private,Transport-moving,<=50K,Husband,20,Male,United-States,Brian,Mcmillan
31383,Married-spouse-absent,Private,Craft-repair,<=50K.,Not-in-family,40,Male,United-States,Crystal,Ho
31384,Married-civ-spouse,Self-emp-inc,Exec-managerial,>50K,Husband,50,Male,United-States,Amy,Rhodes
31385,Divorced,Private,Other-service,<=50K,Unmarried,40,Female,United-States,Brenda,Dean
31386,Married-civ-spouse,Self-emp-not-inc,Farming-fishing,<=50K.,Husband,72,Male,United-States,Lisa,Cantu
31387,Married-civ-spouse,Private,Craft-repair,<=50K.,Husband,50,Male,United-States,Tammy,Norris
31388,Never-married,State-gov,Exec-managerial,<=50K,Not-in-family,40,Female,United-States,Julian,Goodwin
31389,Married-civ-spouse,Private,Exec-managerial,>50K,Husband,40,Male,United-States,Calvin,Atkins
31390,Married-civ-spouse,Private,Craft-repair,>50K.,Husband,40,Male,United-States,Stephen,Powell
31391,Never-married,?,?,<=50K,Own-child,40,Female,United-States,Aaron,Woods
31392,Married-civ-spouse,Private,Adm-clerical,>50K,Husband,50,Male,United-States,Cheyenne,Fry
31393,Never-married,Private,Sales,<=50K.,Not-in-family,60,Male,United-States,Diana,Gilbert
31394,Married-civ-spouse,Private,Handlers-cleaners,<=50K,Husband,40,Male,United-States,Pamela,Hunter
31395,Never-married,Private,Other-service,<=50K,Own-child,40,Female,United-States,Paul,Herrera
31396,Never-married,State-gov,Prof-specialty,<=50K,Not-in-family,40,Female,United-States,Tara,Holmes
31397,Married-civ-spouse,Federal-gov,Transport-moving,>50K,Husband,40,Male,United-States,Joel,Wood
31398,Separated,Private,Other-service,<=50K.,Other-relative,40,Female,El-Salvador,Jason,Boyer
31399,Married-civ-spouse,Private,Machine-op-inspct,<=50K,Husband,40,Male,United-States,Ashley,Taylor
31400,Married-civ-spouse,State-gov,Tech-support,<=50K,Husband,38,Male,United-States,Dawn,Torres
31401,Never-married,Private,Adm-clerical,<=50K.,Unmarried,40,Female,United-States,John,Freeman
31402,Never-married,State-gov,Exec-managerial,<=50K,Not-in-family,35,Female,United-States,James,Wilkinson
31403,Married-civ-spouse,Self-emp-inc,Exec-managerial,>50K,Husband,50,Male,United-States,Nathan,Lewis
31404,Married-civ-spouse,Private,Craft-repair,<=50K.,Wife,45,Female,United-States,Julie,Wolfe
31405,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,40,Male,United-States,Ashley,Graham
31406,Never-married,?,?,<=50K,Other-relative,20,Male,United-States,Regina,Jimenez
31407,Married-civ-spouse,Self-emp-not-inc,Adm-clerical,<=50K,Wife,2,Female,United-States,Monique,Case
31408,Never-married,Private,Tech-support,<=50K.,Not-in-family,40,Female,United-States,Nathan,Wilson
31409,Married-civ-spouse,Private,Exec-managerial,>50K,Husband,45,Male,United-States,Brian,Burns
31410,Never-married,Local-gov,Protective-serv,<=50K,Own-child,40,Male,United-States,Patrick,Hamilton
31411,Married-civ-spouse,Self-emp-not-inc,Sales,<=50K.,Wife,40,Female,United-States,Kayla,Kirby
31412,Divorced,Private,Handlers-cleaners,<=50K,Not-in-family,40,Female,United-States,Sean,Nguyen
31413,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,>50K,Husband,50,Male,United-States,Benjamin,Mitchell
31414,Never-married,Private,Prof-specialty,<=50K,Not-in-family,40,Female,United-States,Gordon,Scott
31415,Never-married,Private,Sales,<=50K,Own-child,45,Male,United-States,Jacob,Shelton
31416,Married-civ-spouse,Private,Craft-repair,>50K,Husband,40,Male,United-States,Keith,Leonard
31417,Never-married,Private,Other-service,<=50K.,Not-in-family,35,Female,United-States,Timothy,Salazar
31418,Married-civ-spouse,Private,Farming-fishing,<=50K.,Husband,40,Male,Canada,Amy,Jones
31419,Never-married,Private,Other-service,<=50K,Not-in-family,40,Female,United-States,Jason,Pitts
31420,Married-civ-spouse,Private,Other-service,<=50K,Husband,40,Male,Poland,Jennifer,Bryan
31421,Married-civ-spouse,Private,Sales,<=50K.,Husband,40,Male,United-States,Michelle,Mann
31422,Divorced,State-gov,Adm-clerical,<=50K,Unmarried,38,Male,United-States,Cindy,Banks
31423,Married-civ-spouse,Private,Prof-specialty,>50K,Husband,50,Male,United-States,Diana,Wilson
31424,Never-married,?,?,<=50K,Not-in-family,40,Male,United-States,Nathan,Richards
31425,Never-married,Private,Other-service,<=50K,Own-child,25,Female,United-States,Billy,Bailey
31426,Married-civ-spouse,Private,Other-service,<=50K,Wife,32,Female,United-States,Christopher,Mccarty
31427,Married-civ-spouse,Private,Transport-moving,>50K,Husband,70,Male,United-States,William,Weaver
31428,Never-married,Self-emp-not-inc,Prof-specialty,<=50K.,Not-in-family,20,Male,United-States,Matthew,Turner
31429,Never-married,Private,Craft-repair,<=50K,Own-child,40,Male,United-States,Diana,Olsen
31430,Married-civ-spouse,Self-emp-inc,Exec-managerial,<=50K,Wife,40,Female,United-States,Misty,Morton
31431,Married-civ-spouse,Private,Adm-clerical,<=50K.,Wife,40,Female,United-States,Rebecca,Dean
31432,Married-spouse-absent,Private,Other-service,<=50K.,Other-relative,35,Female,Puerto-Rico,Aaron,Bean
31433,Married-civ-spouse,Private,Transport-moving,>50K,Husband,48,Male,United-States,Christopher,Romero
31434,Married-civ-spouse,Private,Sales,<=50K,Husband,55,Male,United-States,Todd,Ramirez
31435,Divorced,Private,Exec-managerial,<=50K,Other-relative,40,Female,United-States,Dr.,Kristen
31436,Married-civ-spouse,Private,Prof-specialty,>50K,Husband,40,Male,Iran,Madison,Weaver
31437,Married-civ-spouse,Private,Transport-moving,<=50K.,Husband,60,Male,United-States,Lisa,Herrera
31438,Never-married,Local-gov,Other-service,<=50K,Not-in-family,48,Male,United-States,Emily,Simon
31439,Married-civ-spouse,Local-gov,Other-service,<=50K.,Wife,38,Female,Puerto-Rico,Lisa,Gordon
31440,Divorced,Private,Sales,<=50K,Not-in-family,40,Female,United-States,Drew,Miller
31441,Divorced,Private,Tech-support,<=50K,Not-in-family,40,Female,United-States,Jennifer,Mcguire
31442,Never-married,Private,Sales,<=50K,Own-child,40,Male,United-States,Amy,Jackson
31443,Never-married,Private,Handlers-cleaners,<=50K,Own-child,40,Female,United-States,Julie,Maynard
31444,Married-civ-spouse,Private,Machine-op-inspct,<=50K,Husband,40,Male,United-States,Joanna,Richards
31445,Divorced,Private,Adm-clerical,<=50K,Unmarried,20,Female,United-States,Kristen,Jackson
31446,Never-married,Private,Transport-moving,<=50K,Own-child,50,Male,United-States,Rebecca,Joseph
31447,Married-civ-spouse,Local-gov,Prof-specialty,<=50K,Wife,40,Female,United-States,Marcia,Hernandez
31448,Married-civ-spouse,Private,Adm-clerical,<=50K,Husband,40,Male,Mexico,Kevin,Delgado
31449,Never-married,Private,Exec-managerial,<=50K,Not-in-family,40,Male,United-States,Kristi,Guerrero
31450,Never-married,Private,Craft-repair,<=50K.,Not-in-family,40,Male,United-States,Sara,Preston
31451,Never-married,Private,Farming-fishing,<=50K,Other-relative,40,Male,Mexico,Peter,Harding
31452,Never-married,Private,Sales,>50K,Not-in-family,45,Male,United-States,Joel,Larson
31453,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,40,Male,United-States,Ashlee,Sanchez
31454,Never-married,Private,Other-service,<=50K,Own-child,20,Male,United-States,Phillip,Robertson
31455,Separated,Private,Other-service,<=50K.,Not-in-family,40,Male,United-States,Amanda,Craig
31456,Never-married,Local-gov,Exec-managerial,<=50K.,Own-child,25,Female,United-States,Chad,Peterson
31457,Divorced,Private,Machine-op-inspct,<=50K,Not-in-family,40,Female,United-States,Shannon,Frazier
31458,Never-married,Private,Other-service,<=50K,Own-child,15,Male,United-States,Ethan,Lee
31459,Divorced,Private,Sales,<=50K,Not-in-family,40,Female,United-States,Shane,Morse
31460,Never-married,Private,Prof-specialty,<=50K,Not-in-family,10,Female,United-States,Dean,Osborn
31461,Married-civ-spouse,Private,Exec-managerial,>50K,Husband,50,Male,United-States,Sharon,Douglas
31462,Never-married,Private,Sales,<=50K,Not-in-family,55,Male,United-States,Keith,Zimmerman
31463,Widowed,Private,Adm-clerical,<=50K.,Unmarried,24,Female,United-States,Debbie,Grant
31464,Married-civ-spouse,Private,Prof-specialty,<=50K.,Husband,6,Male,Canada,Melissa,Novak
31465,Separated,Private,Other-service,<=50K.,Unmarried,40,Male,United-States,Linda,Donaldson
31466,Married-civ-spouse,Self-emp-not-inc,Sales,<=50K,Wife,40,Female,United-States,Justin,Guerra
31467,Married-civ-spouse,Private,Farming-fishing,<=50K,Husband,25,Male,France,Amy,Pacheco
31468,Married-civ-spouse,Self-emp-inc,Exec-managerial,<=50K.,Husband,80,Male,United-States,Rhonda,Mora
31469,Married-civ-spouse,Private,Craft-repair,<=50K.,Husband,50,Male,United-States,Scott,Bennett
31470,Widowed,Self-emp-not-inc,Transport-moving,<=50K,Unmarried,35,Male,United-States,Stacie,Gutierrez
31471,Never-married,Private,Machine-op-inspct,<=50K,Not-in-family,40,Male,Puerto-Rico,Jay,Rogers
31472,Married-civ-spouse,Private,Machine-op-inspct,<=50K,Husband,50,Male,United-States,Cheryl,Manning
31473,Married-civ-spouse,Private,Craft-repair,>50K,Husband,68,Male,United-States,Jennifer,Munoz
31474,Married-civ-spouse,Private,Machine-op-inspct,>50K,Husband,40,Male,United-States,Angela,Flowers
31475,Married-civ-spouse,Private,Sales,>50K,Husband,55,Male,United-States,Michael,Kennedy
31476,Divorced,Private,Sales,<=50K.,Not-in-family,60,Female,England,Savannah,Torres
31477,Never-married,Self-emp-not-inc,Prof-specialty,<=50K,Other-relative,30,Male,United-States,Jacqueline,Berry
31478,Never-married,Private,Prof-specialty,<=50K.,Unmarried,40,Female,United-States,Kenneth,Marquez
31479,Married-spouse-absent,Private,Craft-repair,<=50K,Not-in-family,40,Female,United-States,Ryan,Cooper
31480,Widowed,Private,Machine-op-inspct,<=50K,Not-in-family,40,Female,United-States,Jacqueline,Hall
31481,Never-married,Private,Exec-managerial,>50K,Unmarried,40,Male,United-States,Carol,Black
31482,Married-civ-spouse,Federal-gov,Tech-support,<=50K,Husband,40,Male,United-States,Jessica,Snyder
31483,Never-married,Private,Exec-managerial,<=50K,Own-child,45,Female,United-States,Tracie,Peters
31484,Married-civ-spouse,Private,Prof-specialty,>50K,Husband,40,Male,?,Raven,Edwards
31485,Never-married,Private,Adm-clerical,<=50K.,Own-child,35,Female,Italy,Natalie,Harrison
31486,Married-civ-spouse,Private,Handlers-cleaners,<=50K,Husband,40,Male,United-States,Teresa,Howell
31487,Never-married,Private,Adm-clerical,<=50K.,Not-in-family,40,Female,United-States,Daniel,Butler
31488,Married-civ-spouse,?,?,<=50K,Wife,40,Female,Mexico,Kyle,Martin
31489,Widowed,Federal-gov,Adm-clerical,<=50K.,Unmarried,40,Female,United-States,William,Rice
31490,Married-civ-spouse,Self-emp-not-inc,Craft-repair,<=50K,Husband,72,Male,United-States,Dennis,Ellison
31491,Never-married,Private,Handlers-cleaners,<=50K,Not-in-family,50,Male,United-States,Samuel,Kelly
31492,Widowed,Private,Exec-managerial,<=50K.,Not-in-family,35,Female,United-States,Tyler,Mercado
31493,Married-spouse-absent,Local-gov,Farming-fishing,<=50K,Unmarried,40,Male,United-States,Robin,Jensen
31494,Widowed,Local-gov,Prof-specialty,<=50K,Not-in-family,40,Female,United-States,Dustin,Hopkins
31495,Married-civ-spouse,Private,Handlers-cleaners,<=50K,Husband,25,Male,United-States,Amanda,Haynes
31496,Divorced,Private,Adm-clerical,<=50K,Not-in-family,40,Female,United-States,Ryan,Chang
31497,Never-married,Private,Adm-clerical,<=50K,Unmarried,40,Female,Philippines,Matthew,Cook
31498,Married-civ-spouse,Private,Transport-moving,>50K.,Husband,40,Male,United-States,Mr.,Cameron
31499,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,60,Male,United-States,Calvin,May
31500,Never-married,Private,Transport-moving,<=50K,Own-child,70,Male,United-States,Pamela,Sharp
31501,Never-married,Private,Handlers-cleaners,<=50K,Own-child,26,Male,United-States,Kenneth,Blake
31502,Never-married,Private,Adm-clerical,<=50K,Own-child,20,Female,United-States,Jacob,Donaldson
31503,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,45,Male,United-States,Kenneth,Boyd
31504,Married-civ-spouse,Private,Prof-specialty,>50K,Husband,40,Male,United-States,Jamie,Richards
31505,Separated,Self-emp-inc,Sales,<=50K.,Unmarried,70,Male,Canada,Dr.,Beth
31506,Married-civ-spouse,Private,Machine-op-inspct,<=50K,Husband,40,Male,United-States,Todd,Santiago
31507,Divorced,Private,Other-service,<=50K.,Not-in-family,40,Female,United-States,Benjamin,Lynn
31508,Divorced,Private,Craft-repair,<=50K,Not-in-family,40,Male,United-States,Elizabeth,Nash
31509,Married-civ-spouse,Self-emp-not-inc,Craft-repair,>50K.,Husband,40,Male,Yugoslavia,Mitchell,Bishop
31510,Married-civ-spouse,Private,Sales,<=50K,Husband,40,Male,United-States,Lynn,Frazier
31511,Never-married,Private,Prof-specialty,<=50K,Own-child,40,Female,Guatemala,Lori,Knapp
31512,Married-civ-spouse,Private,Exec-managerial,>50K,Husband,40,Male,United-States,Stephanie,Peterson
31513,Never-married,Self-emp-inc,Sales,<=50K,Not-in-family,50,Male,United-States,Andrew,Ortiz
31514,Never-married,Private,Machine-op-inspct,<=50K.,Own-child,20,Female,United-States,James,Flowers
31515,Married-civ-spouse,Private,Craft-repair,>50K,Husband,40,Male,United-States,John,Carter
31516,Never-married,Private,Adm-clerical,<=50K,Not-in-family,40,Female,United-States,Justin,Drake
31517,Married-civ-spouse,Private,Farming-fishing,<=50K,Husband,54,Male,United-States,Anne,Franco
31518,Married-civ-spouse,Private,Machine-op-inspct,>50K,Husband,40,Male,United-States,Tim,Anderson
31519,Married-civ-spouse,Local-gov,Prof-specialty,>50K,Husband,45,Male,United-States,Brenda,Griffith
31520,Never-married,Private,Machine-op-inspct,<=50K,Not-in-family,40,Male,United-States,Michael,King
31521,Divorced,Private,Adm-clerical,<=50K,Not-in-family,40,Female,United-States,Victoria,Collins
31522,Married-civ-spouse,Local-gov,Exec-managerial,>50K.,Husband,50,Male,United-States,Matthew,Lynn
31523,Married-civ-spouse,State-gov,Prof-specialty,<=50K.,Other-relative,40,Male,Cambodia,Tammy,Anderson
31524,Divorced,Private,Craft-repair,<=50K.,Not-in-family,40,Male,United-States,Mrs.,Megan
31525,Divorced,Private,Craft-repair,<=50K.,Not-in-family,45,Male,United-States,Amanda,Jacobs
31526,Never-married,Private,Exec-managerial,<=50K.,Not-in-family,40,Male,United-States,Amy,Morgan
31527,Married-civ-spouse,Self-emp-inc,Sales,>50K,Husband,55,Male,United-States,Kim,Mills
31528,Divorced,Private,Machine-op-inspct,<=50K.,Not-in-family,40,Female,United-States,Andrew,Benitez
31529,Divorced,Private,Sales,<=50K.,Unmarried,30,Female,United-States,Brittany,Stone
31530,Married-civ-spouse,Self-emp-inc,Prof-specialty,<=50K,Husband,60,Male,United-States,Karen,Gates
31531,Never-married,Private,Handlers-cleaners,<=50K,Unmarried,30,Male,United-States,Isaac,Mccann
31532,Never-married,Private,Handlers-cleaners,<=50K,Own-child,40,Male,Canada,Cynthia,Roberts
31533,Married-civ-spouse,Private,Prof-specialty,>50K,Husband,50,Male,United-States,Sarah,Thomas
31534,Married-civ-spouse,Private,Prof-specialty,>50K,Husband,55,Male,Japan,Tina,Patrick
31535,Never-married,Private,Craft-repair,<=50K,Not-in-family,30,Male,United-States,Angela,Robertson
31536,Never-married,Private,Adm-clerical,<=50K,Not-in-family,50,Male,United-States,Theresa,Wilkinson
31537,Married-civ-spouse,Federal-gov,Adm-clerical,<=50K,Wife,40,Female,United-States,Ryan,Richardson
31538,Married-civ-spouse,Private,Machine-op-inspct,<=50K.,Husband,40,Male,United-States,Mathew,Brown
31539,Married-civ-spouse,Self-emp-inc,Exec-managerial,<=50K,Husband,40,Male,United-States,Daniel,Pierce
31540,Separated,?,?,<=50K,Own-child,40,Male,United-States,Elizabeth,Alvarez
31541,Married-civ-spouse,Local-gov,Transport-moving,<=50K,Husband,40,Male,United-States,Katherine,Hall
31542,Separated,Local-gov,Prof-specialty,<=50K,Unmarried,40,Male,United-States,William,Wells
31543,Divorced,Private,Craft-repair,<=50K,Unmarried,40,Male,Puerto-Rico,Heather,Hansen
31544,Married-civ-spouse,Private,Adm-clerical,>50K,Husband,45,Male,United-States,Timothy,Mitchell
31545,Divorced,Private,Exec-managerial,<=50K,Not-in-family,40,Female,United-States,Matthew,Reyes
31546,Married-civ-spouse,Self-emp-inc,Exec-managerial,>50K,Husband,40,Male,United-States,George,Miller
31547,Widowed,?,?,<=50K,Not-in-family,40,Female,United-States,Tara,Reeves
31548,Married-civ-spouse,Private,Machine-op-inspct,<=50K.,Husband,40,Male,United-States,Laura,Wu
31549,Never-married,Private,Sales,<=50K.,Not-in-family,40,Male,United-States,Miss,Allison
31550,Married-civ-spouse,Private,Sales,>50K,Husband,40,Male,Philippines,Emily,Hawkins
31551,Married-civ-spouse,Private,Craft-repair,>50K.,Husband,40,Male,United-States,Julia,Berg
31552,Separated,Private,Other-service,<=50K.,Unmarried,50,Female,Dominican-Republic,Christina,Dennis
31553,Never-married,Private,Adm-clerical,>50K,Not-in-family,40,Male,United-States,Peter,Larsen
31554,Divorced,Federal-gov,Exec-managerial,<=50K,Not-in-family,40,Male,United-States,Tracy,Donaldson
31555,Divorced,Private,Transport-moving,<=50K,Not-in-family,40,Male,United-States,Carrie,Bennett
31556,Never-married,Private,Exec-managerial,<=50K,Not-in-family,40,Female,United-States,Kristen,Mccullough
31557,Never-married,Private,Sales,<=50K,Own-child,16,Female,United-States,Marisa,Mitchell
31558,Married-civ-spouse,Private,Tech-support,<=50K,Husband,10,Male,United-States,Linda,Berg
31559,Divorced,Federal-gov,Prof-specialty,<=50K,Unmarried,40,Female,?,Corey,Warner
31560,Never-married,Private,Craft-repair,<=50K.,Own-child,30,Male,United-States,Dylan,Day
31561,Married-civ-spouse,Self-emp-inc,Exec-managerial,>50K,Husband,50,Male,United-States,Tiffany,Richardson
31562,Never-married,Private,Craft-repair,<=50K,Own-child,40,Male,United-States,Amber,Foster
31563,Never-married,Private,Other-service,<=50K.,Not-in-family,30,Male,United-States,Cheryl,Thornton
31564,Married-civ-spouse,Private,Craft-repair,<=50K.,Husband,40,Male,United-States,Stacy,Wade
31565,Married-civ-spouse,Private,Craft-repair,>50K,Husband,32,Male,United-States,Tyler,Jenkins
